AsActive(cross2_fps) X,AsActive(cross2_fps) Y,BActive(cross2_fps) X,BActive(cross2_fps) Y
-1.81311,0,-1.81311,0
-1.91321,0,-1.91321,0
-1.81311,0,-1.81311,0
-1.81311,0,-1.81311,0
-1.6740588,0,-1.6740588,0
-1.5544831,0,-1.5544831,0
-1.4349075,0,-1.4349075,0
-1.3153319,0,-1.3153319,0
-1.1957563,0,-1.1957563,0
-1.0761806,0,-1.0761806,0
-1.0163928,0,-1.0163928,0
-0.95660501,0,-0.95660501,0
-0.9267111,0,-0.9267111,0
-0.8968172,0,-0.8968172,0
-0.86692329,0,-0.86692329,0
-0.85197634,0,-0.85197634,0
-0.83702938,0,-0.83702938,0
-0.82208243,0,-0.82208243,0
-0.81311002,0,-0.81311002,0
-0.81311002,0,-0.81311002,0
-0.81311002,0,-0.81311002,0
-0.80713548,0,-0.80713548,0
-0.799662,0,-0.799662,0
-0.79592526,0,-0.79592526,0
-0.79311002,0,-0.79311002,0
-0.79311002,0,-0.79311002,0
-0.79311002,0,-0.79311002,0
-0.79032015,0,-0.79032015,0
-0.78811002,0,-0.78811002,0
-0.78811002,0,-0.78811002,0
-0.78811002,1.0001396e+10,-0.78811002,1.0001396e+10
-0.78658342,1.0001396e+10,-0.78658342,1.0001396e+10
-0.78471505,1.0001396e+10,-0.78471505,1.0001396e+10
-0.78097831,1.0001396e+10,-0.78097831,1.0001396e+10
-0.77724157,1.0001396e+10,-0.77724157,1.0001396e+10
-0.77350483,1.0001396e+10,-0.77350483,1.0001396e+10
-0.76976809,1.0001396e+10,-0.76976809,1.0001396e+10
-0.76229462,1.0001396e+10,-0.76229462,1.0001396e+10
-0.75482114,1.0001396e+10,-0.75482114,1.0001396e+10
-0.74734766,1.0001396e+10,-0.74734766,1.0001396e+10
-0.73240071,1.0001396e+10,-0.73240071,1.0001396e+10
-0.71745376,1.0001396e+10,-0.71745376,1.0001396e+10
-0.68755985,1.0001396e+10,-0.68755985,1.0001396e+10
-0.65766594,1.0001396e+10,-0.65766594,1.0001396e+10
-0.62777204,1.0001396e+10,-0.62777204,1.0001396e+10
-0.59787813,1.0001396e+10,-0.59787813,1.0001396e+10
-0.53809032,1.0001396e+10,-0.53809032,1.0001397e+10
-0.4783025,1.0001718e+10,-0.4783025,1.0055629e+10
-0.35872688,6.1631456e+12,-0.35872688,1.3596651e+13
-0.23915125,3.7398265e+19,-0.23915125,1.0839995e+18
-0.11957563,1.4495399e+20,-0.11957563,6.3142002e+18
-0.059787813,1.0409094e+19,-0.059787813,5.1103474e+18
-0.029893907,1.6301775e+17,-0.029893907,4.4706229e+18
-0.014946953,4.0366459e+12,-0.014946953,4.2068701e+18
-0.0074734766,1.4509966e+10,-0.0074734766,4.083787e+18
-0.0037367383,1.0151845e+10,-0.0037367383,4.0243007e+18
-0.0018683692,1.0001839e+10,-0.0018683692,3.9959443e+18
0,1e+10,0,3.9691275e+18
0.0009871922,1e+10,0.0009871922,3.9551064e+18
0.002028449,1e+10,0.002028449,3.9404875e+18
0.003126732,1e+10,0.003126732,3.9250679e+18
0.004285163,1e+10,0.004285163,3.9086595e+18
0.005507036,1e+10,0.005507036,3.8912447e+18
0.006795827,1e+10,0.006795827,3.872745e+18
0.0081552,1e+10,0.0081552,3.8521033e+18
0.009589021,1e+10,0.009589021,3.830331e+18
0.01110137,1e+10,0.01110137,3.8070045e+18
0.01269654,1e+10,0.01269654,3.7822341e+18
0.01437907,1e+10,0.01437907,3.7566027e+18
0.01615375,1e+10,0.01615375,3.7306349e+18
0.01802562,1e+10,0.01802562,3.703245e+18
0.02,1e+10,0.02,3.6776165e+18
0.02198433,1e+10,0.02198433,3.6518684e+18
0.02419341,1e+10,0.02419341,3.6240554e+18
0.02665271,1e+10,0.02665271,3.5935587e+18
0.02939055,1e+10,0.02939055,3.5589336e+18
0.03243848,1e+10,0.03243848,3.5197351e+18
0.03583164,1e+10,0.03583164,3.47671e+18
0.03960912,1e+10,0.03960912,3.4292298e+18
0.04381445,1e+10,0.04381445,3.3792779e+18
0.04849609,1e+10,0.04849609,3.3254012e+18
0.05370799,1e+10,0.05370799,3.2697426e+18
0.05951021,1e+10,0.05951021,3.2064151e+18
0.06596961,1e+10,0.06596961,3.1363582e+18
0.07316063,1e+10,0.07316063,3.0617413e+18
0.08116612,1e+10,0.08116612,2.9824658e+18
0.09007834,1e+10,0.09007834,2.8942588e+18
0.1,1e+10,0.1,2.8034435e+18
0.1098905,1e+10,0.1098905,2.7209801e+18
0.1199848,1e+10,0.1199848,2.6395178e+18
0.1302869,1e+10,0.1302869,2.5603615e+18
0.1408013,1e+10,0.1408013,2.4836253e+18
0.1515322,1e+10,0.1515322,2.4058326e+18
0.1624841,1e+10,0.1624841,2.3280769e+18
0.1736615,1e+10,0.1736615,2.2473274e+18
0.1850692,1e+10,0.1850692,2.1719505e+18
0.1967118,1e+10,0.1967118,2.1150433e+18
0.2085942,1e+10,0.2085942,2.0648206e+18
0.2207214,1e+10,0.2207214,2.2794498e+18
0.2330983,1e+10,0.2330983,1.6253237e+18
0.2457301,1e+10,0.2457301,1.8071429e+18
0.2586221,1e+10,0.2586221,1.7088991e+18
0.26520085,9.9999978e+09,0.26520085,1.6700067e+18
0.2717796,9.9999931e+09,0.2717796,1.6371289e+18
0.27849385,6.6307664e+09,0.27849385,1.693704e+18
0.28185098,4.7701337e+09,0.28185098,1.7267002e+18
0.2852081,2.9095009e+09,0.2852081,1.7596965e+18
0.28692124,1.9600219e+09,0.28692124,1.7765344e+18
0.28814448,1.2820608e+09,0.28814448,1.7885573e+18
0.28814448,0,0.28814448,0
0.28814448,3.7133019e+10,0.28814448,9.7816595e+16
0.29034751,3.053336e+10,0.29034751,1.7532362e+17
0.29206065,2.5401293e+10,0.29206065,2.3559511e+17
0.29548693,2.0897239e+10,0.29548693,2.8611349e+17
0.2989132,1.6393184e+10,0.2989132,3.3663187e+17
0.30590685,1.4112734e+10,0.30590685,3.9930185e+17
0.3129005,1.1832283e+10,0.3129005,4.6197183e+17
0.32003825,1.1171728e+10,0.32003825,5.1733529e+17
0.327176,1.0511173e+10,0.327176,5.7269874e+17
0.3417454,1.0193684e+10,0.3417454,6.7788712e+17
0.3566149,1.0127597e+10,0.3566149,7.7817652e+17
0.3717907,1.0114581e+10,0.3717907,8.7339882e+17
0.387279,1.0111344e+10,0.387279,9.6335123e+17
0.4030863,1.0111165e+10,0.4030863,1.0478393e+18
0.4192192,1.0109691e+10,0.4192192,1.1266674e+18
0.4356843,1.0108144e+10,0.4356843,1.199643e+18
0.4524886,1.0106632e+10,0.4524886,1.2665896e+18
0.469639,1.0105226e+10,0.469639,1.3273532e+18
0.4871426,1.0103951e+10,0.4871426,1.3818061e+18
0.5050067,1.0102805e+10,0.5050067,1.4298455e+18
0.5232387,1.0101777e+10,0.5232387,1.4713899e+18
0.5418462,1.0100855e+10,0.5418462,1.5063771e+18
0.560837,1.0100028e+10,0.560837,1.5347623e+18
0.5802189,1.0099287e+10,0.5802189,1.5565172e+18
0.6,1.0098623e+10,0.6,1.5716307e+18
0.6202349,1.0098026e+10,0.6202349,1.5801206e+18
0.6422276,1.0097462e+10,0.6422276,1.5818538e+18
0.6661307,1.0096933e+10,0.6661307,1.5755072e+18
0.6921102,1.0096446e+10,0.6921102,1.5596638e+18
0.7203465,1.0096007e+10,0.7203465,1.5328489e+18
0.7510355,1.0095626e+10,0.7510355,1.4935916e+18
0.7843905,1.0095312e+10,0.7843905,1.4405166e+18
0.8206428,1.0095063e+10,0.8206428,1.3724807e+18
0.8600443,1.0094722e+10,0.8600443,1.2887535e+18
0.9028685,1.0093314e+10,0.9028685,1.1892517e+18
0.9494127,1.0092918e+10,0.9494127,1.07481e+18
1,1.009116e+10,1,9.474603e+17
1.049227,1.0091063e+10,1.049227,8.2489293e+17
1.101048,1.0091101e+10,1.101048,7.0110548e+17
1.155599,1.009127e+10,1.155599,5.8007849e+17
1.213024,1.0091454e+10,1.213024,4.6578821e+17
1.273474,1.0090461e+10,1.273474,3.6183084e+17
1.337109,1.0090628e+10,1.337109,2.7103072e+17
1.404097,1.009093e+10,1.404097,1.9512623e+17
1.474614,1.0091245e+10,1.474614,1.3460519e+17
1.548846,1.0091478e+10,1.548846,8.8740217e+16
1.62699,1.0090426e+10,1.62699,5.5822913e+16
1.70925,1.0090549e+10,1.70925,3.3534202e+16
1.795844,1.009068e+10,1.795844,1.9351201e+16
1.887,1.0090768e+10,1.887,1.0904951e+16
1.982959,1.0090822e+10,1.982959,6.2179864e+15
2.083974,1.0090852e+10,2.083974,3.8052907e+15
2.19031,1.0090868e+10,2.19031,2.6583999e+15
2.302249,1.0090875e+10,2.302249,2.1572166e+15
2.420085,1.0090878e+10,2.420085,1.9567759e+15
2.54413,1.0090879e+10,2.54413,1.8837265e+15
2.67471,1.009088e+10,2.67471,1.8595693e+15
2.81217,1.009088e+10,2.81217,1.8523499e+15
2.956871,1.009088e+10,2.956871,1.8504077e+15
3.109197,1.0090879e+10,3.109197,1.8499388e+15
3.269547,1.0090879e+10,3.269547,1.8498372e+15
3.438346,1.0090879e+10,3.438346,1.8498172e+15
3.616038,1.0090879e+10,3.616038,1.8498134e+15
3.803091,1.0090879e+10,3.803091,1.8498126e+15
4,1.0090879e+10,4,1.8498124e+15

